"","id","total_bill","tip","sex","smoker","day","time","size","bigTip","hugeTip"
"4877",4877,27.18,3.24,"Female","Yes","Sat","Dinner",2,"small","regular"
"4878",4878,22.67,3.24,"Male","Yes","Sat","Dinner",2,"small","regular"
"4879",4879,17.82,3.48,"Male","No","Sat","Dinner",2,"small","regular"
"4880",4880,18.78,5.49,"Female","No","Thur","Dinner",2,"big","regular"
"4881",4881,16.99,1.94,"Female","No","Sun","Dinner",2,"small","regular"
"4882",4882,10.34,6.11,"Male","No","Sun","Dinner",3,"big","regular"
"4883",4883,21.01,7.82,"Male","No","Sun","Dinner",3,"big","huge"
"4884",4884,23.68,5.02,"Male","No","Sun","Dinner",2,"big","regular"
"4885",4885,24.59,5.63,"Female","No","Sun","Dinner",4,"big","regular"
"4886",4886,25.29,5.45,"Male","No","Sun","Dinner",4,"big","regular"
"4887",4887,8.77,2.52,"Male","No","Sun","Dinner",2,"small","regular"
"4888",4888,26.88,6.17,"Male","No","Sun","Dinner",4,"big","regular"
"4889",4889,15.04,6.25,"Male","No","Sun","Dinner",2,"big","regular"
"4890",4890,14.78,4.64,"Male","No","Sun","Dinner",2,"small","regular"
"4891",4891,10.27,4.68,"Male","No","Sun","Dinner",2,"small","regular"
"4892",4892,35.26,7.73,"Female","No","Sun","Dinner",4,"big","huge"
"4893",4893,15.42,3.14,"Male","No","Sun","Dinner",2,"small","regular"
"4894",4894,18.43,6.25,"Male","No","Sun","Dinner",4,"big","regular"
"4895",4895,14.83,5.27,"Female","No","Sun","Dinner",2,"big","regular"
"4896",4896,21.58,6.88,"Male","No","Sun","Dinner",2,"big","regular"
"4897",4897,10.33,4.41,"Female","No","Sun","Dinner",3,"small","regular"
"4898",4898,16.29,4.49,"Male","No","Sun","Dinner",3,"small","regular"
"4899",4899,16.97,6.8,"Female","No","Sun","Dinner",3,"big","regular"
"4900",4900,20.65,6.57,"Male","No","Sat","Dinner",3,"big","regular"
"4901",4901,17.92,5.57,"Male","No","Sat","Dinner",2,"big","regular"
"4902",4902,20.29,5.97,"Female","No","Sat","Dinner",2,"big","regular"
"4903",4903,15.77,5.23,"Female","No","Sat","Dinner",2,"big","regular"
"4904",4904,39.42,9.1,"Male","No","Sat","Dinner",4,"big","huge"
"4905",4905,19.82,4.56,"Male","No","Sat","Dinner",2,"small","regular"
"4906",4906,17.81,4.48,"Male","No","Sat","Dinner",4,"small","regular"
"4907",4907,13.37,3.23,"Male","No","Sat","Dinner",2,"small","regular"
"4908",4908,12.69,4.57,"Male","No","Sat","Dinner",2,"small","regular"
"4909",4909,21.7,6.24,"Male","No","Sat","Dinner",2,"big","regular"
"4910",4910,19.65,7.58,"Female","No","Sat","Dinner",2,"big","huge"
"4911",4911,9.55,3.91,"Male","No","Sat","Dinner",2,"small","regular"
"4912",4912,18.35,3.84,"Male","No","Sat","Dinner",4,"small","regular"
"4913",4913,15.06,4.32,"Female","No","Sat","Dinner",2,"small","regular"
"4914",4914,20.69,5.63,"Female","No","Sat","Dinner",4,"big","regular"
"4915",4915,17.78,5.91,"Male","No","Sat","Dinner",2,"big","regular"
"4916",4916,24.06,5.1,"Male","No","Sat","Dinner",3,"big","regular"
"4917",4917,16.31,4.06,"Male","No","Sat","Dinner",3,"small","regular"
"4918",4918,16.93,6.96,"Female","No","Sat","Dinner",3,"big","regular"
"4919",4919,18.69,3.73,"Male","No","Sat","Dinner",3,"small","regular"
"4920",4920,31.27,8.2,"Male","No","Sat","Dinner",3,"big","huge"
"4921",4921,16.04,5.37,"Male","No","Sat","Dinner",3,"big","regular"
"4922",4922,17.46,4.92,"Male","No","Sun","Dinner",2,"small","regular"
"4923",4923,13.94,5.69,"Male","No","Sun","Dinner",2,"big","regular"
"4924",4924,9.68,3.61,"Male","No","Sun","Dinner",2,"small","regular"
"4925",4925,30.4,7.13,"Male","No","Sun","Dinner",4,"big","regular"
"4926",4926,18.29,4.41,"Male","No","Sun","Dinner",2,"small","regular"
"4927",4927,22.23,6.53,"Male","No","Sun","Dinner",2,"big","regular"
"4928",4928,32.4,6.9,"Male","No","Sun","Dinner",4,"big","regular"
"4929",4929,28.55,4.88,"Male","No","Sun","Dinner",3,"small","regular"
"4930",4930,18.04,6.18,"Male","No","Sun","Dinner",2,"big","regular"
"4931",4931,12.54,4.05,"Male","No","Sun","Dinner",2,"small","regular"
"4932",4932,10.29,6.24,"Female","No","Sun","Dinner",2,"big","regular"
"4933",4933,34.81,6.87,"Female","No","Sun","Dinner",4,"big","regular"
"4934",4934,9.94,5.31,"Male","No","Sun","Dinner",2,"big","regular"
"4935",4935,25.56,6.72,"Male","No","Sun","Dinner",4,"big","regular"
"4936",4936,19.49,5.52,"Male","No","Sun","Dinner",2,"big","regular"
"4937",4937,38.01,4.17,"Male","Yes","Sat","Dinner",4,"small","regular"
"4938",4938,26.41,3.45,"Female","No","Sat","Dinner",2,"small","regular"
"4939",4939,11.24,3.02,"Male","Yes","Sat","Dinner",2,"small","regular"
"4940",4940,48.27,8.6,"Male","No","Sat","Dinner",4,"big","huge"
"4941",4941,20.29,6.41,"Male","Yes","Sat","Dinner",2,"big","regular"
"4942",4942,13.81,4.05,"Male","Yes","Sat","Dinner",2,"small","regular"
"4943",4943,11.02,3.21,"Male","Yes","Sat","Dinner",2,"small","regular"
"4944",4944,18.29,6.49,"Male","Yes","Sat","Dinner",4,"big","regular"
"4945",4945,17.59,4.95,"Male","No","Sat","Dinner",3,"big","regular"
"4946",4946,20.08,3.83,"Male","No","Sat","Dinner",3,"small","regular"
"4947",4947,16.45,4.81,"Female","No","Sat","Dinner",2,"small","regular"
"4948",4948,3.07,2.35,"Female","Yes","Sat","Dinner",1,"small","regular"
"4949",4949,20.23,4.44,"Male","No","Sat","Dinner",2,"small","regular"
"4950",4950,15.01,3.72,"Male","Yes","Sat","Dinner",2,"small","regular"
"4951",4951,12.02,4.25,"Male","No","Sat","Dinner",2,"small","regular"
"4952",4952,17.07,5.31,"Female","No","Sat","Dinner",3,"big","regular"
"4953",4953,26.86,4.29,"Female","Yes","Sat","Dinner",2,"small","regular"
"4954",4954,25.28,6.36,"Female","Yes","Sat","Dinner",2,"big","regular"
"4955",4955,14.73,4.97,"Female","No","Sat","Dinner",2,"big","regular"
"4956",4956,10.51,2.77,"Male","No","Sat","Dinner",2,"small","regular"
"4957",4957,17.92,4.63,"Male","Yes","Sat","Dinner",2,"small","regular"
"4958",4958,27.2,6.37,"Male","No","Thur","Lunch",4,"big","regular"
"4959",4959,22.76,5.01,"Male","No","Thur","Lunch",2,"big","regular"
"4960",4960,17.29,4.3,"Male","No","Thur","Lunch",2,"small","regular"
"4961",4961,19.44,5.9,"Male","Yes","Thur","Lunch",2,"big","regular"
"4962",4962,16.66,5.05,"Male","No","Thur","Lunch",2,"big","regular"
"4963",4963,10.07,5.15,"Female","No","Thur","Lunch",1,"big","regular"
"4964",4964,32.68,5.67,"Male","Yes","Thur","Lunch",2,"big","regular"
"4965",4965,15.98,4.88,"Male","No","Thur","Lunch",2,"small","regular"
"4966",4966,34.83,5.13,"Female","No","Thur","Lunch",4,"big","regular"
"4967",4967,13.03,4.22,"Male","No","Thur","Lunch",2,"small","regular"
"4968",4968,18.28,4.16,"Male","No","Thur","Lunch",2,"small","regular"
"4969",4969,24.71,6.82,"Male","No","Thur","Lunch",2,"big","regular"
"4970",4970,21.16,3.37,"Male","No","Thur","Lunch",2,"small","regular"
"4971",4971,28.97,5.7,"Male","Yes","Fri","Dinner",2,"big","regular"
"4972",4972,22.49,5.12,"Male","No","Fri","Dinner",2,"big","regular"
"4973",4973,5.75,0.89,"Female","Yes","Fri","Dinner",2,"small","regular"
"4974",4974,16.32,6.46,"Female","Yes","Fri","Dinner",2,"big","regular"
"4975",4975,22.75,4.82,"Female","No","Fri","Dinner",2,"small","regular"
"4976",4976,40.17,6.23,"Male","Yes","Fri","Dinner",4,"big","regular"
"4977",4977,27.28,4.44,"Male","Yes","Fri","Dinner",2,"small","regular"
"4978",4978,12.03,3.42,"Male","Yes","Fri","Dinner",2,"small","regular"
"4979",4979,21.01,4.38,"Male","Yes","Fri","Dinner",2,"small","regular"
"4980",4980,12.46,4.05,"Male","No","Fri","Dinner",2,"small","regular"
"4981",4981,11.35,4.81,"Female","Yes","Fri","Dinner",2,"small","regular"
"4982",4982,15.38,5.37,"Female","Yes","Fri","Dinner",2,"big","regular"
"4983",4983,44.3,6.77,"Female","Yes","Sat","Dinner",3,"big","regular"
"4984",4984,22.42,7.39,"Female","Yes","Sat","Dinner",2,"big","huge"
"4985",4985,20.92,5.74,"Female","No","Sat","Dinner",2,"big","regular"
"4986",4986,15.36,3.7,"Male","Yes","Sat","Dinner",2,"small","regular"
"4987",4987,20.49,6.53,"Male","Yes","Sat","Dinner",2,"big","regular"
"4988",4988,25.21,5.63,"Male","Yes","Sat","Dinner",2,"big","regular"
"4989",4989,18.24,8.14,"Male","No","Sat","Dinner",2,"big","huge"
"4990",4990,14.31,5.29,"Female","Yes","Sat","Dinner",2,"big","regular"
"4991",4991,14,3.15,"Male","No","Sat","Dinner",2,"small","regular"
"4992",4992,7.25,2.34,"Female","No","Sat","Dinner",1,"small","regular"
"4993",4993,38.07,3.9,"Male","No","Sun","Dinner",3,"small","regular"
"4994",4994,23.95,3.33,"Male","No","Sun","Dinner",2,"small","regular"
"4995",4995,25.71,5.18,"Female","No","Sun","Dinner",3,"big","regular"
"4996",4996,17.31,6.4,"Female","No","Sun","Dinner",2,"big","regular"
"4997",4997,29.93,6.64,"Male","No","Sun","Dinner",4,"big","regular"
"4998",4998,10.65,3.76,"Female","No","Thur","Lunch",2,"small","regular"
"4999",4999,12.43,3.82,"Female","No","Thur","Lunch",2,"small","regular"
"5000",5000,24.08,5.89,"Female","No","Thur","Lunch",4,"big","regular"
"5001",5001,11.69,4.31,"Male","No","Thur","Lunch",2,"small","regular"
"5002",5002,13.42,3.09,"Female","No","Thur","Lunch",2,"small","regular"
"5003",5003,14.26,3.79,"Male","No","Thur","Lunch",2,"small","regular"
"5004",5004,15.95,4.1,"Male","No","Thur","Lunch",2,"small","regular"
"5005",5005,12.48,4.46,"Female","No","Thur","Lunch",2,"small","regular"
"5006",5006,29.8,5.84,"Female","No","Thur","Lunch",6,"big","regular"
"5007",5007,8.52,3.81,"Male","No","Thur","Lunch",2,"small","regular"
"5008",5008,14.52,3.62,"Female","No","Thur","Lunch",2,"small","regular"
"5009",5009,11.38,4.37,"Female","No","Thur","Lunch",2,"small","regular"
"5010",5010,22.82,4.5,"Male","No","Thur","Lunch",3,"small","regular"
"5011",5011,19.08,3.85,"Male","No","Thur","Lunch",2,"small","regular"
"5012",5012,20.27,5.14,"Female","No","Thur","Lunch",2,"big","regular"
"5013",5013,11.17,5.69,"Female","No","Thur","Lunch",2,"big","regular"
"5014",5014,12.26,5.05,"Female","No","Thur","Lunch",2,"big","regular"
"5015",5015,18.26,6.53,"Female","No","Thur","Lunch",2,"big","regular"
"5016",5016,8.51,2.15,"Female","No","Thur","Lunch",2,"small","regular"
"5017",5017,10.33,2.76,"Female","No","Thur","Lunch",2,"small","regular"
"5018",5018,14.15,2.77,"Female","No","Thur","Lunch",2,"small","regular"
"5019",5019,16,4.12,"Male","Yes","Thur","Lunch",2,"small","regular"
"5020",5020,13.16,3.67,"Female","No","Thur","Lunch",2,"small","regular"
"5021",5021,17.47,5.6,"Female","No","Thur","Lunch",2,"big","regular"
"5022",5022,34.3,10.72,"Male","No","Thur","Lunch",6,"big","huge"
"5023",5023,41.19,8.01,"Male","No","Thur","Lunch",5,"big","huge"
"5024",5024,27.05,7,"Female","No","Thur","Lunch",6,"big","regular"
"5025",5025,16.43,4.37,"Female","No","Thur","Lunch",2,"small","regular"
"5026",5026,8.35,4.81,"Female","No","Thur","Lunch",2,"small","regular"
"5027",5027,18.64,5.17,"Female","No","Thur","Lunch",3,"big","regular"
"5028",5028,11.87,4.79,"Female","No","Thur","Lunch",2,"small","regular"
"5029",5029,9.78,1.49,"Male","No","Thur","Lunch",2,"small","regular"
"5030",5030,7.51,3.84,"Male","No","Thur","Lunch",2,"small","regular"
"5031",5031,14.07,3.6,"Male","No","Sun","Dinner",2,"small","regular"
"5032",5032,13.13,3.89,"Male","No","Sun","Dinner",2,"small","regular"
"5033",5033,17.26,5.74,"Male","No","Sun","Dinner",3,"big","regular"
"5034",5034,24.55,3.3,"Male","No","Sun","Dinner",4,"small","regular"
"5035",5035,19.77,3.77,"Male","No","Sun","Dinner",4,"small","regular"
"5036",5036,29.85,8.24,"Female","No","Sun","Dinner",5,"big","huge"
"5037",5037,48.17,6.84,"Male","No","Sun","Dinner",6,"big","regular"
"5038",5038,25,5.9,"Female","No","Sun","Dinner",4,"big","regular"
"5039",5039,13.39,4.97,"Female","No","Sun","Dinner",2,"big","regular"
"5040",5040,16.49,3.62,"Male","No","Sun","Dinner",4,"small","regular"
"5041",5041,21.5,6.78,"Male","No","Sun","Dinner",4,"big","regular"
"5042",5042,12.66,5.47,"Male","No","Sun","Dinner",2,"big","regular"
"5043",5043,16.21,5.37,"Female","No","Sun","Dinner",3,"big","regular"
"5044",5044,13.81,4.46,"Male","No","Sun","Dinner",2,"small","regular"
"5045",5045,17.51,4.02,"Female","Yes","Sun","Dinner",2,"small","regular"
"5046",5046,24.52,4.61,"Male","No","Sun","Dinner",3,"small","regular"
"5047",5047,20.76,4.56,"Male","No","Sun","Dinner",2,"small","regular"
"5048",5048,31.71,5.03,"Male","No","Sun","Dinner",4,"big","regular"
"5049",5049,10.59,3.26,"Female","Yes","Sat","Dinner",2,"small","regular"
"5050",5050,10.63,4.57,"Female","Yes","Sat","Dinner",2,"small","regular"
"5051",5051,50.81,13.35,"Male","Yes","Sat","Dinner",3,"big","huge"
"5052",5052,15.81,6.15,"Male","Yes","Sat","Dinner",2,"big","regular"
"5053",5053,7.25,7.28,"Male","Yes","Sun","Dinner",2,"big","huge"
"5054",5054,31.85,3.31,"Male","Yes","Sun","Dinner",2,"small","regular"
"5055",5055,16.82,6.2,"Male","Yes","Sun","Dinner",2,"big","regular"
"5056",5056,32.9,5.33,"Male","Yes","Sun","Dinner",2,"big","regular"
"5057",5057,17.89,3.1,"Male","Yes","Sun","Dinner",2,"small","regular"
"5058",5058,14.48,1.74,"Male","Yes","Sun","Dinner",2,"small","regular"
"5059",5059,9.6,7.19,"Female","Yes","Sun","Dinner",2,"big","regular"
"5060",5060,34.63,5.37,"Male","Yes","Sun","Dinner",2,"big","regular"
"5061",5061,34.65,7.45,"Male","Yes","Sun","Dinner",4,"big","huge"
"5062",5062,23.33,8.07,"Male","Yes","Sun","Dinner",2,"big","huge"
"5063",5063,45.35,6.33,"Male","Yes","Sun","Dinner",3,"big","regular"
"5064",5064,23.17,8.57,"Male","Yes","Sun","Dinner",4,"big","huge"
"5065",5065,40.55,5.65,"Male","Yes","Sun","Dinner",2,"big","regular"
"5066",5066,20.69,5.26,"Male","No","Sun","Dinner",5,"big","regular"
"5067",5067,20.9,5.43,"Female","Yes","Sun","Dinner",3,"big","regular"
"5068",5068,30.46,2.98,"Male","Yes","Sun","Dinner",5,"small","regular"
"5069",5069,18.15,8.91,"Female","Yes","Sun","Dinner",3,"big","huge"
"5070",5070,23.1,7.73,"Male","Yes","Sun","Dinner",3,"big","huge"
"5071",5071,15.69,5.6,"Male","Yes","Sun","Dinner",2,"big","regular"
"5072",5072,19.81,7.45,"Female","Yes","Thur","Lunch",2,"big","huge"
"5073",5073,28.44,5.79,"Male","Yes","Thur","Lunch",2,"big","regular"
"5074",5074,15.48,3.05,"Male","Yes","Thur","Lunch",2,"small","regular"
"5075",5075,16.58,6.43,"Male","Yes","Thur","Lunch",2,"big","regular"
"5076",5076,7.56,3.2,"Male","No","Thur","Lunch",2,"small","regular"
"5077",5077,10.34,5.18,"Male","Yes","Thur","Lunch",2,"big","regular"
"5078",5078,43.11,8.17,"Female","Yes","Thur","Lunch",4,"big","huge"
"5079",5079,13,4.59,"Female","Yes","Thur","Lunch",2,"small","regular"
"5080",5080,13.51,4.13,"Male","Yes","Thur","Lunch",2,"small","regular"
"5081",5081,18.71,5.1,"Male","Yes","Thur","Lunch",3,"big","regular"
"5082",5082,12.74,4.43,"Female","Yes","Thur","Lunch",2,"small","regular"
"5083",5083,13,2.95,"Female","Yes","Thur","Lunch",2,"small","regular"
"5084",5084,16.4,3.33,"Female","Yes","Thur","Lunch",2,"small","regular"
"5085",5085,20.53,3.69,"Male","Yes","Thur","Lunch",4,"small","regular"
"5086",5086,16.47,4.12,"Female","Yes","Thur","Lunch",3,"small","regular"
"5087",5087,26.59,5,"Male","Yes","Sat","Dinner",3,"big","regular"
"5088",5088,38.73,3.34,"Male","Yes","Sat","Dinner",4,"small","regular"
"5089",5089,24.27,4.6,"Male","Yes","Sat","Dinner",2,"small","regular"
"5090",5090,12.76,5.04,"Female","Yes","Sat","Dinner",2,"big","regular"
"5091",5091,30.06,3.05,"Male","Yes","Sat","Dinner",3,"small","regular"
"5092",5092,25.89,8.04,"Male","Yes","Sat","Dinner",4,"big","huge"
"5093",5093,48.33,12.15,"Male","No","Sat","Dinner",4,"big","huge"
"5094",5094,13.27,4.84,"Female","Yes","Sat","Dinner",2,"small","regular"
"5095",5095,28.17,9.47,"Female","Yes","Sat","Dinner",3,"big","huge"
"5096",5096,12.9,3.95,"Female","Yes","Sat","Dinner",2,"small","regular"
"5097",5097,28.15,4.86,"Male","Yes","Sat","Dinner",5,"small","regular"
"5098",5098,11.59,4.21,"Male","Yes","Sat","Dinner",2,"small","regular"
"5099",5099,7.74,3.95,"Male","Yes","Sat","Dinner",2,"small","regular"
"5100",5100,30.14,6.01,"Female","Yes","Sat","Dinner",4,"big","regular"
"5101",5101,12.16,5.01,"Male","Yes","Fri","Lunch",2,"big","regular"
"5102",5102,13.42,5.09,"Female","Yes","Fri","Lunch",2,"big","regular"
"5103",5103,8.58,4.69,"Male","Yes","Fri","Lunch",1,"small","regular"
"5104",5104,15.98,4.52,"Female","No","Fri","Lunch",3,"small","regular"
"5105",5105,13.42,3.27,"Male","Yes","Fri","Lunch",2,"small","regular"
"5106",5106,16.27,4.83,"Female","Yes","Fri","Lunch",2,"small","regular"
"5107",5107,10.09,5.67,"Female","Yes","Fri","Lunch",2,"big","regular"
"5108",5108,20.45,4.87,"Male","No","Sat","Dinner",4,"small","regular"
"5109",5109,13.28,5.48,"Male","No","Sat","Dinner",2,"big","regular"
"5110",5110,22.12,4.17,"Female","Yes","Sat","Dinner",2,"small","regular"
"5111",5111,24.01,2.78,"Male","Yes","Sat","Dinner",4,"small","regular"
"5112",5112,15.69,3.88,"Male","Yes","Sat","Dinner",3,"small","regular"
"5113",5113,11.61,5.44,"Male","No","Sat","Dinner",2,"big","regular"
"5114",5114,10.77,4.17,"Male","No","Sat","Dinner",2,"small","regular"
"5115",5115,15.53,7.07,"Male","Yes","Sat","Dinner",2,"big","regular"
"5116",5116,10.07,2.36,"Male","No","Sat","Dinner",2,"small","regular"
"5117",5117,12.6,2.32,"Male","Yes","Sat","Dinner",2,"small","regular"
"5118",5118,32.83,1.99,"Male","Yes","Sat","Dinner",2,"small","regular"
"5119",5119,35.83,7.63,"Female","No","Sat","Dinner",3,"big","huge"
"5120",5120,29.03,6.15,"Male","No","Sat","Dinner",3,"big","regular"
"5121",5121,27.18,3.84,"Female","Yes","Sat","Dinner",2,"small","regular"
"5122",5122,22.67,4.47,"Male","Yes","Sat","Dinner",2,"small","regular"
"5123",5123,17.82,2.15,"Male","No","Sat","Dinner",2,"small","regular"
"5124",5124,18.78,5.49,"Female","No","Thur","Dinner",2,"big","regular"
"5125",5125,16.99,2.73,"Female","No","Sun","Dinner",2,"small","regular"
"5126",5126,10.34,3,"Male","No","Sun","Dinner",3,"small","regular"
"5127",5127,21.01,6.72,"Male","No","Sun","Dinner",3,"big","regular"
"5128",5128,23.68,3.92,"Male","No","Sun","Dinner",2,"small","regular"
"5129",5129,24.59,5.55,"Female","No","Sun","Dinner",4,"big","regular"
"5130",5130,25.29,5.8,"Male","No","Sun","Dinner",4,"big","regular"
"5131",5131,8.77,4.62,"Male","No","Sun","Dinner",2,"small","regular"
"5132",5132,26.88,7.18,"Male","No","Sun","Dinner",4,"big","regular"
"5133",5133,15.04,4.61,"Male","No","Sun","Dinner",2,"small","regular"
"5134",5134,14.78,5.51,"Male","No","Sun","Dinner",2,"big","regular"
"5135",5135,10.27,3.67,"Male","No","Sun","Dinner",2,"small","regular"
"5136",5136,35.26,8.09,"Female","No","Sun","Dinner",4,"big","huge"
"5137",5137,15.42,3.68,"Male","No","Sun","Dinner",2,"small","regular"
"5138",5138,18.43,6.06,"Male","No","Sun","Dinner",4,"big","regular"
"5139",5139,14.83,5.75,"Female","No","Sun","Dinner",2,"big","regular"
"5140",5140,21.58,7.27,"Male","No","Sun","Dinner",2,"big","huge"
"5141",5141,10.33,2.81,"Female","No","Sun","Dinner",3,"small","regular"
"5142",5142,16.29,5.61,"Male","No","Sun","Dinner",3,"big","regular"
"5143",5143,16.97,5.03,"Female","No","Sun","Dinner",3,"big","regular"
"5144",5144,20.65,5.98,"Male","No","Sat","Dinner",3,"big","regular"
"5145",5145,17.92,6.01,"Male","No","Sat","Dinner",2,"big","regular"
"5146",5146,20.29,6.92,"Female","No","Sat","Dinner",2,"big","regular"
"5147",5147,15.77,2.74,"Female","No","Sat","Dinner",2,"small","regular"
"5148",5148,39.42,10.7,"Male","No","Sat","Dinner",4,"big","huge"
"5149",5149,19.82,6.46,"Male","No","Sat","Dinner",2,"big","regular"
"5150",5150,17.81,4.91,"Male","No","Sat","Dinner",4,"small","regular"
"5151",5151,13.37,4.49,"Male","No","Sat","Dinner",2,"small","regular"
"5152",5152,12.69,4.71,"Male","No","Sat","Dinner",2,"small","regular"
"5153",5153,21.7,6.82,"Male","No","Sat","Dinner",2,"big","regular"
"5154",5154,19.65,2.92,"Female","No","Sat","Dinner",2,"small","regular"
"5155",5155,9.55,4.09,"Male","No","Sat","Dinner",2,"small","regular"
"5156",5156,18.35,5.16,"Male","No","Sat","Dinner",4,"big","regular"
"5157",5157,15.06,4.61,"Female","No","Sat","Dinner",2,"small","regular"
"5158",5158,20.69,2.99,"Female","No","Sat","Dinner",4,"small","regular"
"5159",5159,17.78,5.05,"Male","No","Sat","Dinner",2,"big","regular"
"5160",5160,24.06,4.68,"Male","No","Sat","Dinner",3,"small","regular"
"5161",5161,16.31,5.91,"Male","No","Sat","Dinner",3,"big","regular"
"5162",5162,16.93,4.83,"Female","No","Sat","Dinner",3,"small","regular"
"5163",5163,18.69,2.25,"Male","No","Sat","Dinner",3,"small","regular"
"5164",5164,31.27,7.7,"Male","No","Sat","Dinner",3,"big","huge"
"5165",5165,16.04,3.97,"Male","No","Sat","Dinner",3,"small","regular"
"5166",5166,17.46,5,"Male","No","Sun","Dinner",2,"big","regular"
"5167",5167,13.94,5.51,"Male","No","Sun","Dinner",2,"big","regular"
"5168",5168,9.68,3.77,"Male","No","Sun","Dinner",2,"small","regular"
"5169",5169,30.4,8.53,"Male","No","Sun","Dinner",4,"big","huge"
"5170",5170,18.29,6.18,"Male","No","Sun","Dinner",2,"big","regular"
"5171",5171,22.23,5.46,"Male","No","Sun","Dinner",2,"big","regular"
"5172",5172,32.4,7.95,"Male","No","Sun","Dinner",4,"big","huge"
"5173",5173,28.55,6.15,"Male","No","Sun","Dinner",3,"big","regular"
"5174",5174,18.04,4.57,"Male","No","Sun","Dinner",2,"small","regular"
"5175",5175,12.54,5.31,"Male","No","Sun","Dinner",2,"big","regular"
"5176",5176,10.29,2.89,"Female","No","Sun","Dinner",2,"small","regular"
"5177",5177,34.81,8.29,"Female","No","Sun","Dinner",4,"big","huge"
"5178",5178,9.94,3.76,"Male","No","Sun","Dinner",2,"small","regular"
"5179",5179,25.56,7.2,"Male","No","Sun","Dinner",4,"big","regular"
"5180",5180,19.49,5.16,"Male","No","Sun","Dinner",2,"big","regular"
"5181",5181,38.01,5.32,"Male","Yes","Sat","Dinner",4,"big","regular"
"5182",5182,26.41,4.02,"Female","No","Sat","Dinner",2,"small","regular"
"5183",5183,11.24,3.35,"Male","Yes","Sat","Dinner",2,"small","regular"
"5184",5184,48.27,8.34,"Male","No","Sat","Dinner",4,"big","huge"
"5185",5185,20.29,6.53,"Male","Yes","Sat","Dinner",2,"big","regular"
"5186",5186,13.81,6.01,"Male","Yes","Sat","Dinner",2,"big","regular"
"5187",5187,11.02,2.77,"Male","Yes","Sat","Dinner",2,"small","regular"
"5188",5188,18.29,6.57,"Male","Yes","Sat","Dinner",4,"big","regular"
"5189",5189,17.59,5.55,"Male","No","Sat","Dinner",3,"big","regular"
"5190",5190,20.08,4.19,"Male","No","Sat","Dinner",3,"small","regular"
"5191",5191,16.45,3.69,"Female","No","Sat","Dinner",2,"small","regular"
"5192",5192,3.07,1.61,"Female","Yes","Sat","Dinner",1,"small","regular"
"5193",5193,20.23,3.82,"Male","No","Sat","Dinner",2,"small","regular"
"5194",5194,15.01,2.77,"Male","Yes","Sat","Dinner",2,"small","regular"
"5195",5195,12.02,3.18,"Male","No","Sat","Dinner",2,"small","regular"
"5196",5196,17.07,5.61,"Female","No","Sat","Dinner",3,"big","regular"
"5197",5197,26.86,4.64,"Female","Yes","Sat","Dinner",2,"small","regular"
"5198",5198,25.28,6.72,"Female","Yes","Sat","Dinner",2,"big","regular"
"5199",5199,14.73,6.41,"Female","No","Sat","Dinner",2,"big","regular"
"5200",5200,10.51,3.48,"Male","No","Sat","Dinner",2,"small","regular"
"5201",5201,17.92,5.02,"Male","Yes","Sat","Dinner",2,"big","regular"
"5202",5202,27.2,3.96,"Male","No","Thur","Lunch",4,"small","regular"
"5203",5203,22.76,4.83,"Male","No","Thur","Lunch",2,"small","regular"
"5204",5204,17.29,6.47,"Male","No","Thur","Lunch",2,"big","regular"
"5205",5205,19.44,4.82,"Male","Yes","Thur","Lunch",2,"small","regular"
"5206",5206,16.66,5.89,"Male","No","Thur","Lunch",2,"big","regular"
"5207",5207,10.07,3.63,"Female","No","Thur","Lunch",1,"small","regular"
"5208",5208,32.68,8.04,"Male","Yes","Thur","Lunch",2,"big","huge"
"5209",5209,15.98,4.29,"Male","No","Thur","Lunch",2,"small","regular"
"5210",5210,34.83,7.03,"Female","No","Thur","Lunch",4,"big","regular"
"5211",5211,13.03,4.52,"Male","No","Thur","Lunch",2,"small","regular"
"5212",5212,18.28,4.93,"Male","No","Thur","Lunch",2,"small","regular"
"5213",5213,24.71,8.32,"Male","No","Thur","Lunch",2,"big","huge"
"5214",5214,21.16,4.2,"Male","No","Thur","Lunch",2,"small","regular"
"5215",5215,28.97,4.68,"Male","Yes","Fri","Dinner",2,"small","regular"
"5216",5216,22.49,5,"Male","No","Fri","Dinner",2,"big","regular"
"5217",5217,5.75,3.05,"Female","Yes","Fri","Dinner",2,"small","regular"
"5218",5218,16.32,6.21,"Female","Yes","Fri","Dinner",2,"big","regular"
"5219",5219,22.75,6.62,"Female","No","Fri","Dinner",2,"big","regular"
"5220",5220,40.17,8.28,"Male","Yes","Fri","Dinner",4,"big","huge"
"5221",5221,27.28,7.15,"Male","Yes","Fri","Dinner",2,"big","regular"
"5222",5222,12.03,4.29,"Male","Yes","Fri","Dinner",2,"small","regular"
"5223",5223,21.01,5.26,"Male","Yes","Fri","Dinner",2,"big","regular"
"5224",5224,12.46,4.57,"Male","No","Fri","Dinner",2,"small","regular"
"5225",5225,11.35,4.91,"Female","Yes","Fri","Dinner",2,"small","regular"
"5226",5226,15.38,6.66,"Female","Yes","Fri","Dinner",2,"big","regular"
"5227",5227,44.3,5.13,"Female","Yes","Sat","Dinner",3,"big","regular"
"5228",5228,22.42,6.07,"Female","Yes","Sat","Dinner",2,"big","regular"
