"","Account_Length","Intl_Plan","D_VMail_Plan","VMail_Message","Day_Mins","Day_Calls","Eve_Mins","Eve_Calls","Night_Mins","Night_Calls","Intl_Mins","Intl_Calls","CustServ_Call","Churn","CustServ_Call2","Total_Min","Intl_Min_Prop","Day_Min_Prop","Night_Min_Prop","Intl_Plan2"
"456",88,"no",0,0,264.8,124,245.4,112,160.5,115,14.8,2,1,1,1,670.7,0.0220664977,0.3948113911,0.2393022216,0
"457",60,"no",0,0,98.2,88,180.5,69,223.6,69,9.3,2,2,0,2,502.3,0.0185148318,0.1955006968,0.4451522994,0
"458",54,"no",0,0,159.8,99,264,64,115.7,70,9.7,7,2,0,2,539.5,0.0179796108,0.2962001854,0.2144578313,0
"459",11,"no",1,28,190.6,86,220.1,122,180.3,80,6,3,3,0,3,591,0.0101522843,0.3225042301,0.3050761421,0
"460",109,"no",0,0,184,120,120.4,119,153.7,86,11,3,0,0,0,458.1,0.0240122244,0.4016590264,0.3355162628,0
"461",90,"no",0,0,261.8,128,220.6,104,136.6,91,9.6,5,1,0,1,619,0.0155088853,0.4229402262,0.2206785137,0
"462",115,"no",0,0,147.9,109,228.4,117,299.7,90,9.6,9,3,0,3,676,0.0142011834,0.2187869822,0.4433431953,0
"463",144,"no",1,18,106.4,109,108.1,113,208.4,111,10.1,5,1,0,1,422.9,0.0238827146,0.251596122,0.4927878931,0
"464",91,"no",0,0,133.7,75,195.3,87,280.5,89,5.9,2,0,0,0,609.5,0.0096800656,0.2193601313,0.4602132896,0
"465",105,"no",1,23,193.5,85,220.2,90,272.4,111,8.5,5,0,0,0,686.1,0.0123888646,0.2820288588,0.3970266725,0
"466",71,"yes",0,0,178.2,113,167.8,94,182.1,111,13.6,3,3,1,3,528.1,0.0257526984,0.3374360916,0.3448210566,1
"467",132,"no",1,36,226.2,103,181.6,125,258.8,102,10.5,5,3,1,3,666.6,0.0157515752,0.3393339334,0.3882388239,0
"468",112,"no",0,0,170.4,103,200.2,71,258.3,100,11.6,4,1,0,1,628.9,0.0184449038,0.2709492765,0.4107171251,0
"469",86,"no",1,32,70.9,163,166.7,121,244.9,105,11.1,5,3,0,3,482.5,0.0230051813,0.1469430052,0.5075647668,0
"470",41,"no",1,34,194.4,63,254.9,110,160.2,115,17.2,9,2,0,2,609.5,0.0282198523,0.318949959,0.2628383921,0
"471",44,"no",0,0,240.3,146,164.6,83,240.7,106,10.6,2,1,0,1,645.6,0.0164188352,0.3722118959,0.3728314746,0
"472",78,"no",0,0,75,116,248.7,87,176,83,9.5,6,3,0,3,499.7,0.0190114068,0.150090054,0.3522113268,0
"473",149,"no",0,0,69.1,117,136.3,100,181.7,53,6.3,3,1,0,1,387.1,0.0162748644,0.1785068458,0.4693877551,0
"474",72,"no",1,33,96.6,59,315.4,98,163.3,117,6.2,4,4,1,4,575.3,0.0107769859,0.1679123935,0.2838519034,0
"475",139,"no",1,20,214.6,101,235.1,132,162.8,132,14.8,12,0,0,0,612.5,0.0241632653,0.3503673469,0.2657959184,0
"476",74,"no",0,0,148.5,111,146.5,42,289.2,83,9.9,6,3,0,3,584.2,0.0169462513,0.2541937693,0.4950359466,0
"477",50,"no",0,0,258.1,106,161.4,106,225.1,110,11.7,5,1,0,1,644.6,0.0181507912,0.4004033509,0.3492088117,0
"478",141,"no",1,23,149.7,112,162.5,118,220.3,115,7.6,2,3,0,3,532.5,0.0142723005,0.2811267606,0.4137089202,0
"479",140,"no",0,0,149.8,134,164.4,98,294.7,124,8.1,2,1,0,1,608.9,0.013302677,0.2460174084,0.4839875185,0
"480",99,"no",0,0,190.4,102,158.1,107,271.5,92,11.2,4,2,0,2,620,0.0180645161,0.3070967742,0.4379032258,0
"481",166,"no",0,0,181.4,108,253.8,54,112.3,94,11.6,6,1,0,1,547.5,0.0211872146,0.3313242009,0.2051141553,0
"482",124,"no",0,0,151.1,123,187.4,104,255.4,93,5.3,3,1,0,1,593.9,0.0089240613,0.254419936,0.4300387271,0
"483",74,"no",0,0,155.7,116,173.7,63,257.4,97,8.1,4,0,0,0,586.8,0.013803681,0.2653374233,0.4386503067,0
"484",117,"no",0,0,149.9,95,256.1,110,212.7,92,13.3,13,2,0,2,618.7,0.0214966866,0.2422822046,0.3437853564,0
"485",85,"no",0,0,222.3,132,231.5,101,223.5,75,11,2,3,0,3,677.3,0.0162409567,0.3282149712,0.3299867119,0
"486",36,"no",1,16,149.4,111,131.8,113,132.7,87,6.7,2,0,0,0,413.9,0.0161874849,0.3609567528,0.3206088427,0
"487",102,"yes",0,0,233.8,103,221.6,131,146.9,106,12.8,3,0,0,0,602.3,0.0212518678,0.3881786485,0.2438983895,1
"488",76,"no",0,0,204.2,100,292.6,139,244.3,105,10.5,2,0,0,0,741.1,0.0141681285,0.2755363649,0.3296451221,0
"489",165,"no",0,0,242.9,126,209.8,65,228.4,126,0,0,1,0,1,681.1,0,0.3566289825,0.3353398914,0
"490",130,"no",0,0,150.4,119,230.5,99,186.3,76,12.3,4,1,0,1,567.2,0.0216854725,0.2651622003,0.3284555712,0
"491",78,"no",0,0,208.9,119,252.4,132,280.2,120,12.8,7,0,0,0,741.5,0.0172623061,0.2817262306,0.3778826703,0
"492",55,"yes",0,0,191.9,91,256.1,110,203.7,101,14.3,6,1,1,1,651.7,0.0219426116,0.2944606414,0.3125671321,1
"493",92,"yes",0,0,130.7,113,260.6,122,244.2,98,9.4,2,2,1,2,635.5,0.0147915028,0.2056648308,0.3842643588,1
"494",129,"no",1,33,119.6,104,278.7,88,263.4,175,5.9,2,2,0,2,661.7,0.0089164274,0.1807465619,0.3980655886,0
"495",18,"no",0,0,273.6,93,114.6,116,250.6,120,8.2,4,1,0,1,638.8,0.0128365686,0.4283030683,0.3922980589,0
"496",161,"yes",0,0,156.1,114,180.3,63,179.6,115,11.1,9,2,0,2,516,0.0215116279,0.3025193798,0.3480620155,1
"497",93,"no",1,36,178.7,134,178.6,102,126.8,82,8,4,2,0,2,484.1,0.0165255113,0.3691386077,0.2619293534,0
"498",144,"no",0,0,177.5,93,287.4,75,180.5,118,11.9,3,2,0,2,645.4,0.0184381779,0.2750232414,0.2796715215,0
"499",75,"yes",0,0,211.3,61,105.6,119,175.9,63,9.7,4,4,1,4,492.8,0.0196834416,0.4287743506,0.3569399351,1
"500",95,"no",0,0,175.2,91,244.4,109,75.8,95,7.5,2,1,0,1,495.4,0.0151392814,0.3536536132,0.1530076706,0
"501",126,"no",1,23,114.3,102,190.3,103,240.4,111,12.6,7,3,0,3,545,0.0231192661,0.2097247706,0.4411009174,0
"502",124,"no",1,28,251.4,104,225.1,89,251.9,121,7.5,5,1,0,1,728.4,0.0102965404,0.3451400329,0.345826469,0
"503",93,"yes",0,0,216.9,61,207.4,120,221.7,110,17.5,5,1,1,1,646,0.0270897833,0.3357585139,0.3431888545,1
"504",109,"yes",1,26,217.2,138,145.5,111,280.7,76,9.3,3,0,0,0,643.4,0.0144544607,0.3375815978,0.4362760336,1
"505",80,"no",0,0,206.3,97,154.9,98,263.6,82,12.4,12,0,0,0,624.8,0.0198463508,0.3301856594,0.4218950064,0
"506",41,"no",0,0,159.3,66,125.9,75,261.9,76,11.1,5,1,0,1,547.1,0.0202887955,0.2911716322,0.4787059039,0
"507",136,"no",1,31,143.1,88,236.6,65,227.8,120,11.4,5,2,0,2,607.5,0.0187654321,0.2355555556,0.3749794239,0
"508",92,"no",0,0,154,122,329.8,88,288,117,5.6,2,3,1,3,771.8,0.0072557657,0.1995335579,0.3731536668,0
"509",143,"no",1,24,186.6,69,222,116,234.9,138,11.6,5,1,0,1,643.5,0.018026418,0.28997669,0.365034965,0
"510",118,"no",1,26,170.8,114,199.5,125,169.7,98,9.6,5,5,1,5,540,0.0177777778,0.3162962963,0.3142592593,0
"511",193,"no",1,17,124,102,202.9,81,205.1,129,12.3,3,1,0,1,532,0.0231203008,0.2330827068,0.3855263158,0
"512",73,"no",0,0,198.3,94,279.3,101,146.2,87,14.8,8,3,0,3,623.8,0.0237255531,0.3178903495,0.2343699904,0
"513",62,"no",0,0,172.8,101,204.8,97,240.8,90,9.1,8,2,0,2,618.4,0.0147153946,0.2794307891,0.3893919793,0
"514",30,"no",1,30,217.4,74,213.8,86,227.2,104,6.6,3,0,0,0,658.4,0.0100243013,0.3301944107,0.3450789793,0
"515",60,"yes",1,29,265.9,113,215.8,94,108.1,82,14,12,0,1,0,589.8,0.02373686,0.4508307901,0.1832824686,1
"516",148,"no",1,14,93.6,137,193.8,72,144.9,84,17.5,5,1,0,1,432.3,0.0404811474,0.2165163081,0.3351839001,0
"517",96,"no",0,0,98.2,100,307.2,88,182.5,120,7.6,1,2,0,2,587.9,0.0129273686,0.1670352101,0.3104269434,0
"518",52,"no",0,0,214.7,68,158.6,138,123.4,114,9.4,4,2,0,2,496.7,0.0189249044,0.4322528689,0.248439702,0
"519",87,"no",0,0,168.2,92,224.7,100,169.5,99,12.9,3,1,0,1,562.4,0.0229374111,0.2990753912,0.3013869132,0
"520",41,"no",0,0,202.9,97,153.8,104,113.5,92,9,3,3,0,3,470.2,0.0191407912,0.4315185028,0.241386644,0
"521",112,"no",0,0,261.4,108,154.5,102,130.9,90,11.6,2,1,0,1,546.8,0.021214338,0.4780541331,0.239392831,0
"522",88,"no",0,0,73.3,86,161.4,82,239.6,76,8.2,3,4,1,4,474.3,0.0172886359,0.1545435378,0.5051655071,0
"523",122,"no",1,27,253.7,84,229.2,109,190.5,123,9.2,5,7,0,5,673.4,0.0136620137,0.3767448767,0.2828927829,0
"524",61,"no",0,0,45,108,151.3,74,152.9,94,9.8,6,2,0,2,349.2,0.0280641466,0.1288659794,0.4378579611,0
"525",87,"no",0,0,231.3,105,171.7,108,67.7,136,13,6,1,0,1,470.7,0.0276184406,0.4913957935,0.1438283408,0
"526",176,"no",0,0,47.4,125,167.8,90,163.1,107,10.5,8,2,0,2,378.3,0.0277557494,0.125297383,0.4311393074,0
"527",30,"no",0,0,227.4,88,182.5,100,191.7,134,12.5,3,0,0,0,601.6,0.0207779255,0.3779920213,0.318650266,0
"528",95,"no",1,22,40.9,126,133.4,90,264.2,91,11.9,7,0,0,0,438.5,0.0271379704,0.09327252,0.6025085519,0
"529",46,"no",0,0,124.8,133,157.3,143,199.3,72,8.6,4,2,0,2,481.4,0.0178645617,0.259243872,0.4140008309,0
"530",100,"yes",0,0,68.5,110,337.1,115,205.2,99,12.1,9,0,0,0,610.8,0.0198100851,0.1121480026,0.3359528487,1
"531",47,"no",1,37,163.5,77,203.1,102,232,87,7.8,4,2,0,2,598.6,0.0130304043,0.2731373204,0.387570999,0
"532",77,"no",0,0,163,112,219.1,89,233.4,66,6.7,3,2,0,2,615.5,0.010885459,0.2648253452,0.3792038993,0
"533",98,"no",1,38,213.7,61,253,104,207.7,73,10.7,5,2,0,2,674.4,0.0158659549,0.3168742586,0.3079774614,0
"534",125,"no",1,36,201.3,117,42.2,78,125.7,104,5.4,3,1,0,1,369.2,0.0146262189,0.5452329361,0.3404658722,0
"535",67,"no",0,0,310.4,97,66.5,123,246.5,99,9.2,10,4,0,4,623.4,0.0147577799,0.4979146615,0.3954122554,0
"536",194,"no",0,0,48.4,101,281.1,138,218.5,87,18.2,1,1,0,1,548,0.0332116788,0.0883211679,0.3987226277,0
"537",128,"no",1,40,171.2,88,145.7,109,196.8,93,14,6,1,0,1,513.7,0.0272532607,0.3332684446,0.3831029784,0
"538",190,"no",1,22,166.5,93,183,92,121,102,8.5,3,0,0,0,470.5,0.0180658874,0.3538788523,0.25717322,0
"539",165,"no",0,0,216.6,126,190.8,104,224.7,123,12.4,8,0,0,0,632.1,0.0196171492,0.3426672995,0.3554817276,0
"540",59,"no",0,0,107.8,113,216.6,125,217.5,92,9.9,3,2,0,2,541.9,0.0182690533,0.1989296918,0.4013655656,0
"541",47,"no",1,28,141.3,94,168,108,113.5,84,7.8,2,1,0,1,422.8,0.018448439,0.3342005676,0.268448439,0
"542",150,"no",1,29,209.9,77,158,52,141.9,113,6.6,1,0,0,0,509.8,0.0129462534,0.4117300902,0.2783444488,0
"543",152,"yes",1,20,237.5,120,253.4,94,265.2,80,14.2,3,9,1,5,756.1,0.0187805846,0.31411189,0.3507472557,1
"544",26,"no",0,0,234.5,109,216.5,129,191.6,94,3.5,6,3,0,3,642.6,0.0054466231,0.3649237473,0.2981637099,0
"545",79,"no",1,31,103.1,90,243,135,76.4,92,12.2,8,3,0,3,422.5,0.0288757396,0.2440236686,0.1808284024,0
"546",95,"no",1,27,129.5,106,248.9,90,268,115,11.9,3,1,0,1,646.4,0.0184096535,0.2003403465,0.4146039604,0
"547",69,"yes",0,0,279.8,90,248.7,91,171,118,8.4,10,2,1,2,699.5,0.0120085776,0.4,0.2444603288,1
"548",95,"yes",1,41,136.8,91,200.8,61,133.7,67,10.3,9,5,1,5,471.3,0.0218544452,0.2902609803,0.2836834288,1
"549",31,"no",1,31,100.1,54,246.3,97,255,131,5.9,3,0,0,0,601.4,0.0098104423,0.1664449618,0.4240106418,0
"550",121,"no",1,31,237.1,63,205.6,117,196.7,85,10.1,5,4,0,4,639.4,0.0157960588,0.3708163904,0.3076321551,0
"551",111,"no",0,0,172.8,58,183.1,108,158.8,104,7.9,3,4,1,4,514.7,0.0153487468,0.3357295512,0.3085292403,0
"552",157,"no",0,0,224.5,111,200.7,99,116.6,118,11.5,2,2,0,2,541.8,0.0212255445,0.4143595423,0.215208564,0
"553",44,"no",0,0,288.1,112,258,92,192.4,90,10.2,4,3,1,3,738.5,0.0138117806,0.3901150982,0.2605280975,0
"554",61,"yes",0,0,78.2,103,195.9,149,108,100,10.1,6,2,0,2,382.1,0.026432871,0.2046584664,0.2826485213,1
"555",65,"no",0,0,148.7,80,259,94,149.5,107,12.7,6,2,0,2,557.2,0.0227925341,0.2668700646,0.2683058148,0
"556",74,"no",1,25,194.6,84,119.9,103,175.5,75,13.1,2,2,0,2,490,0.0267346939,0.3971428571,0.3581632653,0
"557",123,"no",0,0,159.5,77,303.8,92,226.9,120,12,4,0,0,0,690.2,0.0173862649,0.231092437,0.3287452912,0
"558",58,"no",1,20,194.5,110,213.7,89,236.6,92,9.5,2,1,0,1,644.8,0.0147332506,0.3016439206,0.3669354839,0
"559",74,"no",0,0,174.1,96,251.1,94,257.6,123,8.3,5,2,1,2,682.8,0.0121558289,0.2549794962,0.3772700644,0
"560",125,"no",0,0,131.8,97,136.7,100,308.2,119,7.7,6,2,0,2,576.7,0.0133518294,0.2285417028,0.5344199757,0
"561",80,"no",0,0,160.6,103,237,109,245.1,88,10.7,1,1,0,1,642.7,0.0166485141,0.2498833048,0.381359888,0
"562",53,"no",1,18,146.8,107,310,84,178.7,130,7.2,7,0,0,0,635.5,0.0113296617,0.2309992132,0.2811959087,0
"563",99,"no",1,28,200.7,88,264.2,116,172.7,102,9.1,5,1,0,1,637.6,0.014272271,0.3147741531,0.270859473,0
"564",99,"no",0,0,145.6,106,98.3,106,230.8,83,10.9,5,1,0,1,474.7,0.0229618707,0.3067200337,0.4862018117,0
"565",66,"no",1,29,229.4,104,257.4,84,231.5,119,8,1,2,0,2,718.3,0.0111374078,0.3193651678,0.3222887373,0
"566",97,"no",0,0,211,76,189,100,123,102,4.7,4,3,0,3,523,0.0089866157,0.4034416826,0.2351816444,0
"567",75,"no",1,37,121.5,97,271.4,110,248.7,97,11.3,5,2,0,2,641.6,0.0176122195,0.1893703242,0.3876246883,0
"568",85,"yes",0,0,216,73,188.2,117,147.1,98,3.6,7,2,0,2,551.3,0.00653002,0.3918011972,0.2668238709,1
"569",108,"no",0,0,293,88,160.6,101,143.9,87,10,6,2,0,2,597.5,0.0167364017,0.490376569,0.2408368201,0
"570",133,"yes",1,32,221.1,137,264.9,99,168.9,108,15.4,4,2,1,2,654.9,0.0235150405,0.3376087952,0.2579019698,1
"571",51,"no",0,0,181.5,108,196.9,87,187.2,119,10.3,2,1,0,1,565.6,0.0182107496,0.3208981612,0.3309759547,0
"572",186,"no",1,26,74.3,107,177.3,116,296.3,90,14.5,3,2,0,2,547.9,0.0264646833,0.1356086877,0.5407921153,0
"573",44,"yes",0,0,62.3,92,275,82,138.7,108,10.8,3,1,0,1,476,0.0226890756,0.1308823529,0.2913865546,1
"574",64,"no",1,31,228.6,88,248.5,109,167.1,124,9,1,3,0,3,644.2,0.0139708165,0.3548587395,0.2593914933,0
"575",44,"no",0,0,228.1,121,276.5,79,279.8,77,9.9,5,2,1,2,784.4,0.0126211117,0.2907955125,0.3567057624,0
"576",114,"no",1,36,309.9,90,200.3,89,183.5,105,14.2,2,1,0,1,693.7,0.0204699438,0.4467348998,0.2645235693,0
"577",92,"no",0,0,201.9,74,226.8,119,217.5,80,13.7,6,3,0,3,646.2,0.0212008666,0.3124419684,0.3365831012,0
"578",110,"no",0,0,149.8,112,180,93,140,119,11.7,4,2,0,2,469.8,0.0249042146,0.318859089,0.2979991486,0
"579",90,"no",1,30,183.8,76,229.7,95,144.1,124,7.7,3,1,0,1,557.6,0.0138091822,0.3296269727,0.2584289813,0
"580",72,"no",1,21,186.7,108,335,86,187.2,119,16.5,4,1,0,1,708.9,0.0232754972,0.263365778,0.2640710961,0
"581",113,"no",0,0,209.4,151,347.3,113,246,116,7.4,2,1,1,1,802.7,0.0092188863,0.2608695652,0.3064656783,0
"582",171,"no",1,25,223.2,77,183.2,118,150.8,90,10.2,3,3,0,3,557.2,0.0183058148,0.4005743001,0.2706389088,0
"583",104,"no",0,0,164.2,109,155.4,90,168.9,117,10.7,8,1,0,1,488.5,0.0219037871,0.3361310133,0.345752303,0
"584",165,"no",0,0,150.5,75,193.1,93,311.6,93,10.3,2,1,0,1,655.2,0.0157203907,0.2297008547,0.4755799756,0
"585",104,"no",0,0,234.2,128,293.1,92,183.9,79,9.8,6,0,1,0,711.2,0.0137795276,0.3293025872,0.2585770529,0
"586",110,"no",0,0,55.3,102,164.7,124,200.7,108,10.2,5,1,0,1,420.7,0.0242453054,0.1314475874,0.4770620395,0
"587",90,"yes",0,0,221.8,97,203.8,134,215.8,154,8.4,4,1,0,1,641.4,0.0130963517,0.3458060493,0.3364515123,1
"588",114,"no",0,0,169.6,85,58.9,86,179.3,124,7.4,8,1,0,1,407.8,0.0181461501,0.4158901422,0.4396763119,0
"589",101,"no",0,0,89.7,118,260.1,79,170.1,93,13.5,11,5,1,5,519.9,0.025966532,0.1725331795,0.3271783035,0
"590",117,"no",1,14,80.2,81,219,103,122.6,102,8.6,2,1,0,1,421.8,0.0203888099,0.1901375059,0.2906590801,0
"591",109,"no",0,0,218.9,105,299.9,87,158.6,110,11.3,4,2,0,2,677.4,0.016681429,0.323147328,0.234130499,0
"592",82,"no",0,0,125.7,96,207.6,137,183.1,103,12.9,2,1,0,1,516.4,0.0249806352,0.2434159566,0.3545701007,0
"593",92,"no",0,0,176.3,85,93.4,125,207.2,107,9.6,1,2,0,2,476.9,0.0201300063,0.369679178,0.4344726358,0
"594",82,"no",1,29,207.2,111,254.1,137,169.3,92,9.5,5,2,0,2,630.6,0.0150650174,0.3285759594,0.2684744688,0
"595",90,"no",0,0,205.7,138,161.9,83,269.7,104,12.5,6,2,0,2,637.3,0.0196139965,0.3227679272,0.4231915895,0
"596",87,"no",1,28,151.4,95,152.4,97,250.1,109,0,0,1,0,1,553.9,0,0.2733345369,0.4515255461,0
"597",124,"no",0,0,157.5,70,130.7,79,193.4,98,9.6,4,3,0,3,481.6,0.0199335548,0.3270348837,0.4015780731,0
"598",39,"no",0,0,160.4,68,102.6,103,235.3,106,9.1,5,2,0,2,498.3,0.0182620911,0.3218944411,0.4722054987,0
"599",84,"no",0,0,159,80,167.9,128,167.6,101,12.3,5,1,0,1,494.5,0.0248736097,0.321536906,0.3389282103,0
"600",75,"no",1,46,214.1,62,200.9,111,246.8,126,9.2,6,0,0,0,661.8,0.0139014808,0.3235116349,0.372922333,0
"601",102,"no",0,0,102.6,89,246,77,170.5,140,9.1,4,2,0,2,519.1,0.017530341,0.1976497785,0.3284530919,0
"602",62,"yes",0,0,159.7,86,197.5,76,121.6,105,13.9,6,0,1,0,478.8,0.0290309106,0.3335421888,0.253968254,1
"603",143,"no",0,0,202.8,109,165.8,104,143.9,71,4.6,4,1,0,1,512.5,0.0089756098,0.3957073171,0.2807804878,0
"604",53,"no",0,0,57.5,95,265.5,131,244.3,128,11.6,6,3,0,3,567.3,0.0204477349,0.1013573065,0.4306363476,0
"605",30,"no",0,0,169.9,144,225.2,118,169.7,93,11.4,7,1,0,1,564.8,0.020184136,0.3008144476,0.3004603399,0
"606",112,"no",0,0,335.5,77,212.5,109,265,132,12.7,8,2,1,2,813,0.0156211562,0.4126691267,0.3259532595,0
"607",129,"no",0,0,139.5,119,289.3,105,129.4,97,13.1,8,0,0,0,558.2,0.0234682909,0.2499104264,0.2318165532,0
"608",63,"no",1,29,142.3,107,118.7,56,240.1,91,6.6,8,1,0,1,501.1,0.0131710237,0.2839752544,0.4791458791,0
"609",28,"no",0,0,187.8,94,248.6,86,208.8,124,10.6,5,0,0,0,645.2,0.0164290143,0.2910725356,0.3236205828,0
"610",111,"no",0,0,146.2,55,261.5,83,163.2,116,8.7,3,3,0,3,570.9,0.0152390962,0.2560868804,0.2858644246,0
"611",91,"no",0,0,231.8,120,150.6,106,269.2,129,11.6,7,3,0,3,651.6,0.0178023327,0.3557397176,0.4131368938,0
"612",90,"no",0,0,193.7,83,154.2,79,299,60,12.7,3,1,0,1,646.9,0.0196320915,0.2994280414,0.4622043593,0
"613",151,"no",0,0,156.4,108,233.4,118,195.7,141,7.7,6,4,0,4,585.5,0.0131511529,0.2671221178,0.3342442357,0
"614",105,"yes",1,29,220.7,82,217.7,110,190.5,100,13.2,6,1,1,1,628.9,0.0209890285,0.3509301956,0.3029098426,1
"615",41,"no",1,37,239.8,110,221.9,115,189.1,100,7.3,1,2,0,2,650.8,0.0112169637,0.3684695759,0.2905654579,0
"616",48,"no",1,43,172,111,200.2,64,233.1,96,8,5,1,0,1,605.3,0.0132165868,0.2841566166,0.3850982984,0
"617",166,"yes",1,35,128.2,138,274.5,113,298.9,130,8.8,7,2,0,2,701.6,0.0125427594,0.1827251995,0.4260262258,1
"618",79,"no",0,0,130.2,119,290.9,121,194.8,140,14,6,3,0,3,615.9,0.0227309628,0.2113979542,0.3162851112,0
"619",153,"no",0,0,195.4,107,154.6,96,142.8,97,11.6,6,1,0,1,492.8,0.023538961,0.3965097403,0.2897727273,0
"620",110,"yes",0,0,293.3,79,188.5,90,266.9,91,14.5,4,0,1,0,748.7,0.0193669026,0.3917456925,0.3564845733,1
"621",163,"no",0,0,191.3,89,193.9,87,268.4,121,12.8,4,1,0,1,653.6,0.0195838433,0.2926866585,0.4106487148,0
"622",126,"no",0,0,122.4,88,143.8,111,157,106,11.5,3,1,0,1,423.2,0.027173913,0.2892249527,0.3709829868,0
"623",105,"no",1,33,209.6,68,146.9,140,121,131,10.6,3,2,0,2,477.5,0.0221989529,0.4389528796,0.2534031414,0
"624",172,"no",0,0,215.7,140,146.3,84,264.6,83,7.1,1,3,0,3,626.6,0.0113309927,0.3442387488,0.4222789658,0
"625",126,"no",0,0,161.4,110,220.6,125,249.2,78,5.1,2,0,0,0,631.2,0.0080798479,0.2557034221,0.3948035488,0
"626",97,"no",0,0,144.2,91,226.7,137,144.6,72,13.8,4,3,0,3,515.5,0.0267701261,0.279728419,0.2805043647,0
"627",95,"yes",1,37,220.2,109,185.3,99,205.1,82,4.1,2,0,1,0,610.6,0.0067147068,0.3606288896,0.3358991156,1
"628",87,"no",0,0,256.2,105,160.7,102,249.4,80,7.4,2,4,0,4,666.3,0.0111061084,0.3845114813,0.3743058682,0
"629",97,"no",0,0,112.7,119,217.7,109,152.1,76,6.5,5,1,0,1,482.5,0.0134715026,0.2335751295,0.3152331606,0
"630",76,"no",0,0,299.5,125,226.7,92,210.7,134,13.7,4,0,1,0,736.9,0.0185913964,0.4064323517,0.2859275343,0
"631",140,"no",0,0,194.8,107,170.9,99,225.1,93,13.9,4,0,0,0,590.8,0.0235274204,0.3297224103,0.3810088016,0
"632",169,"no",0,0,100.8,112,230,69,193.6,95,9.5,2,0,0,0,524.4,0.018115942,0.1922196796,0.3691838291,0
"633",68,"no",1,22,82.5,97,289.9,94,180,114,4.8,4,3,0,3,552.4,0.0086893555,0.1493482983,0.3258508327,0
"634",122,"no",1,34,146.4,104,89.7,103,220,91,15.6,4,2,0,2,456.1,0.0342030257,0.3209822407,0.4823503618,0
"635",36,"no",0,0,177.9,129,224.6,87,306.3,102,10.8,6,2,0,2,708.8,0.0152370203,0.2509875847,0.4321388262,0
"636",120,"no",1,27,153.5,84,194,73,256.5,94,10.2,7,5,0,5,604,0.0168874172,0.2541390728,0.4246688742,0
"637",121,"no",0,0,150.7,105,197.3,133,169,116,9.2,15,1,0,1,517,0.017794971,0.2914893617,0.3268858801,0
"638",64,"no",1,19,180.1,106,127.5,92,237.4,118,7.5,3,0,0,0,545,0.0137614679,0.3304587156,0.4355963303,0
"639",13,"no",1,31,265.3,94,147.6,95,259.3,117,12.9,1,1,0,1,672.2,0.019190717,0.3946742041,0.3857482892,0
"640",106,"no",0,0,128.6,83,134,114,210.6,113,11.4,2,0,0,0,473.2,0.0240912933,0.2717666948,0.4450549451,0
"641",88,"no",0,0,161.5,92,173.5,108,206.2,95,7.9,4,2,0,2,541.2,0.0145971914,0.2984109387,0.3810051737,0
"642",74,"no",0,0,165.3,120,198.5,106,208.5,102,9.8,3,1,0,1,572.3,0.0171238861,0.2888345273,0.3643194129,0
"643",83,"no",0,0,195,92,210.5,83,180.6,92,11,13,0,0,0,586.1,0.0187681283,0.3327077291,0.3081385429,0
"644",49,"no",0,0,213.8,79,265.1,93,239.8,128,15.6,7,0,0,0,718.7,0.0217058578,0.2974815639,0.3336579936,0
"645",111,"no",1,24,205.5,114,219.3,99,215.9,95,14,4,1,0,1,640.7,0.0218511004,0.3207429374,0.3369751834,0
"646",50,"no",1,22,252.9,112,177.9,99,158.4,146,8.5,4,3,0,3,589.2,0.0144263408,0.4292260692,0.2688391039,0
"647",153,"no",1,28,235.6,74,227.9,37,170.3,103,15.4,9,0,0,0,633.8,0.0242978858,0.3717260966,0.2686967498,0
"648",88,"no",0,0,192,91,127.6,127,155.6,125,7.5,5,1,0,1,475.2,0.0157828283,0.404040404,0.3274410774,0
"649",131,"no",1,39,69.1,122,101.3,136,104.8,94,9.1,4,0,0,0,275.2,0.0330668605,0.2510901163,0.3808139535,0
"650",79,"no",0,0,261.7,97,210.6,48,256.7,83,6,3,3,1,3,729,0.0082304527,0.3589849108,0.3521262003,0
"651",140,"no",0,0,235.5,81,257.2,130,103.1,111,11.5,4,2,0,2,595.8,0.0193017791,0.3952668681,0.1730446459,0
"652",105,"no",0,0,213.4,100,204.9,52,179.7,93,9.5,6,1,0,1,598,0.0158862876,0.3568561873,0.3005016722,0
"653",54,"no",1,39,206.9,143,127.8,72,199.2,120,9.2,1,3,0,3,533.9,0.0172316913,0.3875257539,0.3731035774,0
"654",87,"no",1,22,263.8,65,103.4,115,208.1,109,8.5,3,3,0,3,575.3,0.0147749001,0.4585433687,0.3617243177,0
"655",96,"no",1,31,183.4,126,195.5,106,180.1,93,10.5,5,1,0,1,559,0.018783542,0.3280858676,0.3221824687,0
"656",79,"no",0,0,157.6,85,194.1,92,231.5,86,9.4,10,5,1,5,583.2,0.0161179698,0.2702331962,0.3969478738,0
"657",55,"no",0,0,175.6,147,161.8,118,289.5,55,9.3,4,0,0,0,626.9,0.0148349019,0.2801084703,0.4617961397,0
"658",130,"no",0,0,242.5,101,102.8,114,142.4,89,9.3,2,2,0,2,487.7,0.0190690999,0.4972319049,0.2919827763,0
